order_id,order_date,customer_name,city,product,product_type,payment_type,order_value,delay,attempts,risk,status,action
ORD01940,2026-04-23,Vikas Shah,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1099,7,2,Medium,Delivered,Send Reminder
ORD01941,2026-04-23,Sneha Kulkarni,Chandigarh,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1131,0,1,Medium,Delivered,Send Reminder
ORD01942,2026-04-23,Rahul Patel,Patna,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,976,8,4,High,Delivered,Call Customer
ORD01943,2026-04-23,Nisha Thakur,Mumbai,125ml Glass Baby Feeding Bottle,Baby Bottle,COD,999,9,1,Low,Delivered,Normal Delivery
ORD01944,2026-04-23,Kavya Chatterjee,Delhi,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,14,1,Medium,Delivered,Send Reminder
ORD01945,2026-04-23,Yash Singh,Bangalore,125ml Glass Baby Feeding Bottle,Baby Bottle,UPI,999,11,3,Medium,Delivered,Send Reminder
ORD01946,2026-04-23,Preeti Das,Indore,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,971,10,2,Low,Delivered,Normal Delivery
ORD01947,2026-04-23,Anjali Tiwari,Surat,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,957,4,5,High,Delivered,Call Customer
ORD01948,2026-04-23,Priya Jain,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1076,7,3,Medium,Returned,Refund Initiated
ORD01949,2026-04-23,Yash Nair,Chandigarh,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,975,2,2,Low,Delivered,Normal Delivery
ORD01950,2026-04-23,Nikhil Gupta,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,888,1,1,Medium,Delivered,Send Reminder
ORD01951,2026-04-23,Nidhi Verma,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1124,0,3,Low,Delivered,Normal Delivery
ORD01952,2026-04-23,Seema Malhotra,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1135,12,1,Medium,Delivered,Send Reminder
ORD01953,2026-04-23,Neha Mishra,Jaipur,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,893,0,2,Low,Delivered,Normal Delivery
ORD01954,2026-04-23,Gaurav Nair,Bangalore,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,13,1,Medium,Delivered,Send Reminder
ORD01955,2026-04-23,Pooja Mishra,Ahmedabad,Baby Feeding Bottle Teat,Accessories,COD,189,3,1,Low,Delivered,Normal Delivery
ORD01956,2026-04-23,Anita Malhotra,Mumbai,Customized TintCup Coffee Cup 350ml,Coffee Cups,COD,1049,6,5,High,Delivered,Call Customer
ORD01957,2026-04-23,Ishaan Mishra,Hyderabad,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,8,2,Medium,Delivered,Send Reminder
ORD01958,2026-04-23,Ritu Sharma,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,946,1,2,Low,Delivered,Normal Delivery
ORD01959,2026-04-23,Kavya Ghosh,Surat,Customized 1 Litre Bottle,1L Water Bottle,Debit Card,1199,5,3,Low,Delivered,Normal Delivery
ORD01960,2026-04-23,Suresh Gupta,Kota,125ml Glass Baby Feeding Bottle,Baby Bottle,Credit Card,999,8,2,Low,Delivered,Normal Delivery
ORD01961,2026-04-23,Kriti Das,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1103,0,1,Low,Delivered,Normal Delivery
ORD01962,2026-04-23,Harsh Mehta,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,936,8,3,Low,Delivered,Normal Delivery
ORD01963,2026-04-24,Gaurav Chatterjee,Chennai,Glass Lunch Box Set of 3 (300ml) with Bag,300ml Lunch Box Combos,COD,2169,1,5,Medium,Delivered,Send Reminder
ORD01964,2026-04-24,Amit Srivastava,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,923,0,5,Low,Delivered,Normal Delivery
ORD01965,2026-04-24,Harsh Pillai,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,891,3,5,High,Returned,Call Customer
ORD01966,2026-04-24,Kavya Pandey,Jaipur,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,997,4,4,High,Delivered,Call Customer
ORD01967,2026-04-24,Amit Chauhan,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1179,13,2,Low,Delivered,Normal Delivery
ORD01968,2026-04-24,Rohan Kapoor,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,879,6,4,Medium,Delivered,Send Reminder
ORD01969,2026-04-24,Kriti Kumar,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,893,1,1,Medium,Delivered,Send Reminder
ORD01970,2026-04-24,Ishaan Yadav,Lucknow,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1134,1,4,High,Delivered,Call Customer
ORD01971,2026-04-24,Sunita Thakur,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1069,5,1,Low,Delivered,Normal Delivery
ORD01972,2026-04-24,Rajesh Thakur,Surat,Glass Lunch Box Set of 3 (300ml) without Bag,300ml Lunch Box Combos,Credit Card,1799,13,5,Medium,Delivered,Send Reminder
ORD01973,2026-04-24,Rekha Dubey,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1085,4,1,Medium,Delivered,Send Reminder
ORD01974,2026-04-24,Suresh Jain,Kolkata,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,935,7,2,High,Returned,Call Customer
ORD01975,2026-04-24,Gaurav Kapoor,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1084,13,4,High,Returned,Call Customer
ORD01976,2026-04-24,Priya Shah,Vadodara,Customized TintCup Coffee Cup 350ml,Coffee Cups,UPI,1049,1,3,Low,Delivered,Normal Delivery
ORD01977,2026-04-24,Sunita Chauhan,Ahmedabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1183,3,2,Low,Delivered,Normal Delivery
ORD01978,2026-04-24,Siddharth Bose,Bhopal,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,890,11,2,Medium,Delivered,Send Reminder
ORD01979,2026-04-24,Karan Iyer,Delhi,GlassUp Lunch Box 500ml,500ml Lunch Box,UPI,901,0,2,High,Delivered,Call Customer
ORD01980,2026-04-24,Kavya Rao,Kolkata,Glass Lunch Box Set of 3 (300ml) with Bag,300ml Lunch Box Combos,COD,2169,12,4,High,Returned,Refund Initiated
ORD01981,2026-04-24,Siddharth Mishra,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1082,6,1,Low,Delivered,Normal Delivery
ORD01982,2026-04-24,Tanya Kapoor,Pune,125ml Glass Baby Feeding Bottle,Baby Bottle,Credit Card,999,4,3,Medium,Delivered,Send Reminder
ORD01983,2026-04-24,Aakash Gupta,Patna,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,971,2,4,Medium,Delivered,Send Reminder
ORD01984,2026-04-24,Divya Saxena,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,983,3,4,Low,Delivered,Normal Delivery
ORD01985,2026-04-24,Rekha Reddy,Pune,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1075,14,4,Low,Delivered,Normal Delivery
ORD01986,2026-04-24,Tanya Patel,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1096,14,4,Medium,Delivered,Send Reminder
ORD01987,2026-04-24,Harsh Pillai,Delhi,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,6,2,Medium,Delivered,Send Reminder
ORD01988,2026-04-24,Anita Chauhan,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,973,7,2,Medium,Delivered,Send Reminder
ORD01989,2026-04-24,Suresh Verma,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,990,8,2,High,Returned,Call Customer
ORD01990,2026-04-24,Rekha Srivastava,Bangalore,Customized Borosilicate Glass Bottle 750ml,Water Bottle,UPI,979,11,1,Medium,Delivered,Send Reminder
ORD01991,2026-04-24,Rekha Agarwal,Pune,250ml Glass Baby Feeding Bottle,Baby Bottle,Debit Card,1049,7,1,High,Returned,Call Customer
ORD01992,2026-04-24,Rahul Chatterjee,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1152,0,3,Low,Delivered,Normal Delivery
ORD01993,2026-04-24,Arjun Iyer,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,948,3,3,High,Returned,Call Customer
ORD01994,2026-04-24,Karan Saxena,Ahmedabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1149,5,5,High,Returned,Call Customer
ORD01995,2026-04-24,Harsh Jain,Pune,250ml Glass Baby Feeding Bottle,Baby Bottle,COD,1049,10,2,High,Delivered,Call Customer
ORD01996,2026-04-24,Geeta Yadav,Bangalore,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,9,1,Medium,Delivered,Send Reminder
ORD01997,2026-04-24,Priya Reddy,Mumbai,Replacement Lid for 1L Motivational Bottle,1L Water Bottle,UPI,300,12,5,Medium,Delivered,Send Reminder
ORD01998,2026-04-24,Ravi Srivastava,Nagpur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1081,0,5,Medium,Delivered,Send Reminder
ORD01999,2026-04-24,Ishaan Mehta,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1113,14,5,High,Returned,Call Customer
ORD02000,2026-04-24,Varun Dubey,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1070,7,1,Medium,Delivered,Send Reminder
ORD02001,2026-04-24,Gaurav Ghosh,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1072,6,4,Low,Delivered,Normal Delivery
ORD02002,2026-04-24,Simran Chatterjee,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Debit Card,1099,14,5,High,Returned,Call Customer
ORD02003,2026-04-24,Rekha Kulkarni,Delhi,TintCup Glass Coffee Cup 350ml,Coffee Cups,UPI,998,10,4,Low,Delivered,Normal Delivery
ORD02004,2026-04-24,Rekha Nair,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1147,6,5,Medium,Delivered,Send Reminder
ORD02005,2026-04-24,Varun Rao,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1082,11,1,Medium,Delivered,Send Reminder
ORD02006,2026-04-24,Swati Kapoor,Ahmedabad,250ml Glass Baby Feeding Bottle,Baby Bottle,COD,1049,10,2,Medium,Delivered,Send Reminder
ORD02007,2026-04-24,Gaurav Pillai,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,968,5,4,Low,Returned,Refund Initiated
ORD02008,2026-04-24,Manoj Patel,Ahmedabad,250ml Glass Baby Feeding Bottle,Baby Bottle,UPI,1049,1,2,High,Returned,Call Customer
ORD02009,2026-04-24,Tanya Shah,Kota,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1136,8,4,High,Returned,Call Customer
ORD02010,2026-04-24,Nidhi Jain,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,904,2,2,Medium,Delivered,Send Reminder
ORD02011,2026-04-24,Siddharth Malhotra,Jaipur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1185,13,2,Low,Returned,Refund Initiated
ORD02012,2026-04-24,Pooja Pillai,Pune,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1136,14,3,Medium,Delivered,Send Reminder
ORD02013,2026-04-24,Arjun Reddy,Vadodara,TintCup Glass Coffee Cup 350ml,Coffee Cups,UPI,991,5,4,Low,Delivered,Normal Delivery
ORD02014,2026-04-24,Yash Das,Bhopal,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1152,5,5,Medium,Delivered,Send Reminder
ORD02015,2026-04-24,Swati Das,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,892,8,4,Medium,Delivered,Send Reminder
ORD02016,2026-04-24,Priya Rao,Patna,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,882,6,5,High,Returned,Call Customer
ORD02017,2026-04-24,Siddharth Pandey,Hyderabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,975,3,1,Low,Delivered,Normal Delivery
ORD02018,2026-04-24,Rohan Singh,Kolkata,TintCup Glass Coffee Cup 350ml,Coffee Cups,Credit Card,979,13,5,Low,Delivered,Normal Delivery
ORD02019,2026-04-24,Simran Gupta,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1172,13,3,High,Delivered,Call Customer
ORD02020,2026-04-24,Aakash Tripathi,Delhi,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,1,3,Medium,Delivered,Send Reminder
ORD02021,2026-04-24,Ishaan Mishra,Delhi,Replacement Lid for 1L Motivational Bottle,1L Water Bottle,Credit Card,300,3,2,High,Returned,Call Customer
ORD02022,2026-04-24,Anita Dubey,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,983,1,2,Low,Delivered,Normal Delivery
ORD02023,2026-04-24,Varun Malhotra,Kota,Customized TintCup Coffee Cup 350ml,Coffee Cups,COD,1049,4,2,Low,Delivered,Normal Delivery
ORD02024,2026-04-24,Gaurav Singh,Patna,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1121,5,2,High,Returned,Call Customer
ORD02025,2026-04-24,Rahul Yadav,Kolkata,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,968,11,2,High,Returned,Call Customer
ORD02026,2026-04-24,Preeti Reddy,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1141,13,3,Medium,Delivered,Send Reminder
ORD02027,2026-04-24,Suresh Kapoor,Nagpur,Customized Borosilicate Glass Bottle 750ml,Water Bottle,Debit Card,979,14,4,Medium,Delivered,Send Reminder
ORD02028,2026-04-24,Manoj Dubey,Patna,Spare Lid for 750ml Glass Bottle,Spare Lid,Credit Card,210,6,4,Medium,Delivered,Send Reminder
ORD02029,2026-04-24,Nisha Yadav,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1120,5,5,Medium,Delivered,Send Reminder
ORD02030,2026-04-24,Ishaan Tiwari,Chennai,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,5,3,Medium,Delivered,Send Reminder
ORD02031,2026-04-24,Anita Pillai,Hyderabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1094,1,1,Medium,Delivered,Send Reminder
ORD02032,2026-04-24,Ritu Das,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,882,0,2,Low,Delivered,Normal Delivery
ORD02033,2026-04-24,Deepak Rao,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,960,3,2,High,Delivered,Call Customer
ORD02034,2026-04-24,Divya Srivastava,Delhi,Pack of 4 Stainless Steel Straws,Straws,COD,349,0,5,Medium,Delivered,Send Reminder
ORD02035,2026-04-24,Gaurav Kulkarni,Jaipur,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,950,4,5,High,Returned,Call Customer
ORD02036,2026-04-24,Rajesh Dubey,Hyderabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,897,3,4,Low,Delivered,Normal Delivery
ORD02037,2026-04-24,Swati Tiwari,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1123,5,5,High,Delivered,Call Customer
ORD02038,2026-04-24,Vikas Kumar,Bhopal,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1102,13,2,High,Delivered,Call Customer
ORD02039,2026-04-24,Nidhi Pandey,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1065,10,1,Low,Delivered,Normal Delivery
ORD02040,2026-04-24,Suresh Saxena,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1072,8,2,Low,Delivered,Normal Delivery
ORD02041,2026-04-24,Arjun Ghosh,Mumbai,GlassUp Lunch Box 500ml,500ml Lunch Box,UPI,924,0,5,Medium,Delivered,Send Reminder
ORD02042,2026-04-24,Manish Ghosh,Hyderabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,930,12,2,Medium,Delivered,Send Reminder
ORD02043,2026-04-24,Amit Jain,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,938,10,3,Medium,Delivered,Send Reminder
ORD02044,2026-04-24,Vikram Tripathi,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1146,2,5,High,Delivered,Call Customer
ORD02045,2026-04-24,Geeta Patel,Nagpur,GlassUp Lunch Box 500ml,500ml Lunch Box,UPI,896,6,1,Low,Delivered,Normal Delivery
ORD02046,2026-04-24,Sunita Mishra,Ahmedabad,Customized Borosilicate Glass Bottle 750ml,Water Bottle,Debit Card,979,2,1,Medium,Delivered,Send Reminder
ORD02047,2026-04-24,Priya Rao,Pune,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1099,9,5,High,Delivered,Call Customer
ORD02048,2026-04-24,Divya Thakur,Mumbai,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,14,5,Low,Delivered,Normal Delivery
ORD02049,2026-04-24,Rohan Pandey,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,991,5,5,Medium,Delivered,Send Reminder
ORD02050,2026-04-24,Kavya Mishra,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1109,5,3,Low,Delivered,Normal Delivery
ORD02051,2026-04-24,Rekha Chauhan,Chennai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,919,7,4,Medium,Delivered,Send Reminder
ORD02052,2026-04-24,Nikhil Saxena,Surat,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,899,9,3,Low,Delivered,Normal Delivery
ORD02053,2026-04-24,Pooja Dubey,Lucknow,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1196,11,1,Medium,Delivered,Send Reminder
ORD02054,2026-04-24,Pooja Dubey,Lucknow,1L Motivational Glass Sipper Bottle Duo,1L Water Bottle,Credit Card,2076,2,5,Medium,Delivered,Send Reminder
ORD02055,2026-04-24,Seema Kulkarni,Mumbai,GlassUp Lunch Box 500ml,500ml Lunch Box,COD,816,9,4,Medium,Delivered,Send Reminder
ORD02056,2026-04-24,Vikas Agarwal,Ahmedabad,Customized 1 Litre Bottle,1L Water Bottle,COD,1199,13,3,Low,Delivered,Normal Delivery
ORD02057,2026-04-24,Swati Shah,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,895,1,2,Low,Delivered,Normal Delivery
ORD02058,2026-04-24,Aman Saxena,Surat,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,972,2,1,Medium,Delivered,Send Reminder
ORD02059,2026-04-24,Seema Dubey,Jaipur,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,10,4,Low,Delivered,Normal Delivery
ORD02060,2026-04-24,Kriti Bose,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,923,14,3,Low,Delivered,Normal Delivery
ORD02061,2026-04-24,Siddharth Verma,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1096,12,1,Low,Delivered,Normal Delivery
ORD02062,2026-04-24,Harsh Rao,Vadodara,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,914,1,5,Medium,Delivered,Send Reminder
ORD02063,2026-04-24,Harsh Iyer,Delhi,125ml Glass Baby Feeding Bottle,Baby Bottle,COD,999,2,2,Low,Delivered,Normal Delivery
ORD02064,2026-04-24,Kriti Verma,Surat,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,881,14,5,High,Returned,Call Customer
ORD02065,2026-04-24,Siddharth Kapoor,Bangalore,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1072,11,5,Medium,Delivered,Send Reminder
ORD02066,2026-04-24,Divya Kulkarni,Kolkata,125ml Glass Baby Feeding Bottle,Baby Bottle,COD,999,6,4,High,Delivered,Call Customer
ORD02067,2026-04-24,Meera Singh,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1072,10,2,Medium,Delivered,Send Reminder
ORD02068,2026-04-24,Sunita Jain,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,Credit Card,1102,7,4,Low,Delivered,Normal Delivery
ORD02069,2026-04-24,Gaurav Shah,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1062,1,1,Medium,Delivered,Send Reminder
ORD02070,2026-04-24,Vikas Pillai,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,892,11,1,High,Returned,Call Customer
ORD02071,2026-04-24,Siddharth Mishra,Ahmedabad,250ml Glass Baby Feeding Bottle,Baby Bottle,Debit Card,1049,14,2,Low,Returned,Refund Initiated
ORD02072,2026-04-24,Rahul Patel,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,883,3,5,Medium,Delivered,Send Reminder
ORD02073,2026-04-24,Meera Tiwari,Ahmedabad,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1165,8,1,Medium,Delivered,Send Reminder
ORD02074,2026-04-24,Nisha Sharma,Mumbai,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,COD,2299,8,4,High,Delivered,Call Customer
ORD02075,2026-04-24,Vikas Verma,Chennai,GlassUp Lunch Box Set of 3 (500ml) without Bag,500ml Lunch Box Combos,COD,2299,9,3,High,Returned,Call Customer
ORD02076,2026-04-24,Rohan Sharma,Mumbai,GlassUp Lunch Box 500ml,500ml Lunch Box,Credit Card,950,5,4,Low,Delivered,Normal Delivery
ORD02077,2026-04-25,Neha Tripathi,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1163,1,3,Low,Delivered,Normal Delivery
ORD02078,2026-04-25,Sunita Chauhan,Mumbai,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,889,3,1,Medium,Delivered,Send Reminder
ORD02079,2026-04-25,Seema Yadav,Bangalore,Spare Lid for 750ml Glass Bottle,Spare Lid,Debit Card,210,4,3,Low,Delivered,Normal Delivery
ORD02080,2026-04-25,Priya Verma,Hyderabad,250ml Glass Baby Feeding Bottle,Baby Bottle,COD,1049,1,2,Medium,Delivered,Send Reminder
ORD02081,2026-04-25,Rajesh Srivastava,Pune,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1193,10,3,Low,Delivered,Normal Delivery
ORD02082,2026-04-25,Siddharth Kumar,Kolkata,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1158,8,1,High,Returned,Call Customer
ORD02083,2026-04-25,Anita Shah,Pune,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,956,7,3,Low,Delivered,Normal Delivery
ORD02084,2026-04-25,Vikas Ghosh,Lucknow,Kid's Bento Box - Customizable,Kids,COD,2110,8,2,Medium,Delivered,Send Reminder
ORD02085,2026-04-25,Ritu Pillai,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,Debit Card,881,6,1,Medium,Delivered,Send Reminder
ORD02086,2026-04-25,Tanya Kulkarni,Chennai,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,959,0,4,Low,Delivered,Normal Delivery
ORD02087,2026-04-25,Manoj Mehta,Delhi,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1168,10,3,High,Delivered,Call Customer
ORD02088,2026-04-25,Harsh Sharma,Lucknow,Customized 1 Litre Bottle,1L Water Bottle,UPI,1199,11,3,Medium,Delivered,Send Reminder
ORD02089,2026-04-25,Nikhil Gupta,Mumbai,GlassUp Lunch Box Set of 3 (500ml) with Bag,500ml Lunch Box Combos,Debit Card,2679,12,2,High,Delivered,Call Customer
ORD02090,2026-04-25,Yash Kulkarni,Chennai,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,982,7,4,Medium,Delivered,Send Reminder
ORD02091,2026-04-25,Suresh Chatterjee,Kolkata,250ml Glass Baby Feeding Bottle,Baby Bottle,UPI,1049,9,4,High,Delivered,Call Customer
ORD02092,2026-04-25,Meera Mishra,Kolkata,Replacement Lid for 1L Motivational Bottle,1L Water Bottle,UPI,300,14,4,High,Delivered,Call Customer
ORD02093,2026-04-25,Ravi Patel,Mumbai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1173,4,2,Medium,Delivered,Send Reminder
ORD02094,2026-04-25,Yash Tiwari,Bangalore,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,976,8,5,Low,Delivered,Normal Delivery
ORD02095,2026-04-25,Rohan Saxena,Chennai,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,COD,1198,12,1,Medium,Delivered,Send Reminder
ORD02096,2026-04-25,Priya Mishra,Mumbai,125ml Glass Baby Feeding Bottle,Baby Bottle,COD,999,10,2,Low,Delivered,Normal Delivery
ORD02097,2026-04-25,Karan Iyer,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,938,13,2,Low,Delivered,Normal Delivery
ORD02098,2026-04-25,Nidhi Saxena,Pune,Customized 1 Litre Bottle,1L Water Bottle,Credit Card,1199,10,1,Medium,Delivered,Send Reminder
ORD02099,2026-04-25,Kavya Das,Delhi,125ml Glass Baby Feeding Bottle,Baby Bottle,Debit Card,999,12,1,Low,Delivered,Normal Delivery
ORD02100,2026-04-25,Rajesh Nair,Ahmedabad,Borosilicate Glass Water Bottle 750ml,Water Bottle,UPI,966,8,5,Medium,Delivered,Send Reminder
ORD02101,2026-04-25,Kriti Verma,Delhi,Kid's Bento Box - Customizable,Kids,COD,2027,13,5,High,Returned,Call Customer
ORD02102,2026-04-25,Ritu Jain,Lucknow,Borosilicate Glass Water Bottle 750ml,Water Bottle,COD,983,6,3,Medium,Delivered,Send Reminder
ORD02103,2026-04-25,Vikram Chauhan,Jaipur,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1090,5,5,Low,Delivered,Normal Delivery
ORD02104,2026-04-25,Manoj Patel,Chennai,Customized Borosilicate Glass Bottle 750ml,Water Bottle,COD,979,7,1,Medium,Delivered,Send Reminder
ORD02105,2026-04-25,Deepak Ghosh,Delhi,125ml Glass Baby Feeding Bottle,Baby Bottle,COD,999,6,4,Medium,Delivered,Send Reminder
ORD02106,2026-04-25,Sneha Pandey,Delhi,Borosilicate Glass Water Bottle 750ml,Water Bottle,Credit Card,964,6,5,Low,Delivered,Normal Delivery
ORD02107,2026-04-25,Vikram Kulkarni,Pune,GlassUp Lunch Box 500ml,500ml Lunch Box,UPI,951,14,2,Medium,Returned,Refund Initiated
ORD02108,2026-04-25,Sunita Shah,Lucknow,TintCup Glass Coffee Cup 350ml,Coffee Cups,COD,985,10,4,High,Delivered,Call Customer
ORD02109,2026-04-25,Simran Gupta,Bhopal,Motivational Borosilicate Glass Water Bottle 1L,1L Water Bottle,UPI,1197,10,1,Low,Delivered,Normal Delivery
